Period,S&P 500 index
1944-01-01,11.848095238095238
1943-12-01,11.480434782608697
1943-11-01,11.332105263157894
1943-10-01,11.869
1943-09-01,11.986190476190476
1943-08-01,11.739090909090908
1943-07-01,12.359523809523811
1943-06-01,12.085
1943-05-01,11.894
1943-04-01,11.450952380952382
1943-03-01,11.065217391304348
1943-02-01,10.678333333333335
1943-01-01,10.089
1942-12-01,9.518181818181818
1942-11-01,9.45722222222222
1942-10-01,9.313809523809525
1942-09-01,8.682857142857143
1942-08-01,8.59047619047619
1942-07-01,8.635652173913044
1942-06-01,8.325000000000001
1942-05-01,7.929047619047618
1942-04-01,7.835238095238095
1942-03-01,8.18909090909091
1942-02-01,8.65388888888889
1942-01-01,8.935714285714287
1941-12-01,8.756818181818183
1941-11-01,9.367058823529412
1941-10-01,9.810454545454546
1941-09-01,10.244761904761905
1941-08-01,10.216190476190476
1941-07-01,10.271363636363636
1941-06-01,9.75952380952381
1941-05-01,9.42904761904762
1941-04-01,9.640952380952381
1941-03-01,9.955714285714285
1941-02-01,9.882105263157895
1941-01-01,10.538636363636364
1940-12-01,10.5348
1940-11-01,10.98304347826087
1940-10-01,10.730384615384615
1940-09-01,10.630833333333333
1940-08-01,10.19814814814815
1940-07-01,9.992307692307692
1940-06-01,9.6712
1940-05-01,10.57846153846154
1940-04-01,12.266538461538461
1940-03-01,12.145999999999999
1940-02-01,12.22
1940-01-01,12.3
1939-12-01,12.365599999999999
1939-11-01,12.668260869565218
1939-10-01,12.895199999999999
1939-09-01,12.7744
1939-08-01,11.53962962962963
1939-07-01,11.706
1939-06-01,11.431923076923077
1939-05-01,11.231538461538461
1939-04-01,10.83
1939-03-01,12.385555555555554
1939-02-01,12.400454545454545
1939-01-01,12.5012
1938-12-01,12.68923076923077
1938-11-01,13.067391304347826
1938-10-01,13.0572
1938-09-01,11.7524
1938-08-01,12.305185185185186
1938-07-01,12.242799999999999
1938-06-01,10.212307692307691
1938-05-01,9.9788
1938-04-01,9.889199999999999
1938-03-01,10.311481481481483
1938-02-01,11.035
1938-01-01,11.308399999999999
1937-12-01,11.016538461538461
1937-11-01,11.199565217391303
1937-10-01,12.2844
1937-09-01,14.368
1937-08-01,16.735
1937-07-01,16.5676
1937-06-01,15.64576923076923
1937-05-01,16.252083333333335
1937-04-01,17.013461538461538
1937-03-01,18.09346153846154
1937-02-01,18.10727272727273
1937-01-01,17.5884
1936-12-01,17.0628
1936-11-01,17.35590909090909
1936-10-01,16.89076923076923
1936-09-01,16.054000000000002
1936-08-01,15.870000000000001
1936-07-01,15.556538461538462
1936-06-01,14.694230769230769
1936-05-01,14.0876
1936-04-01,14.8828
1936-03-01,14.857692307692307
1936-02-01,14.553478260869566
1936-01-01,13.758076923076922
1935-12-01,13.042
1935-11-01,13.042608695652175
1935-10-01,11.916153846153845
1935-09-01,11.606250000000001
1935-08-01,11.374444444444444
1935-07-01,10.653461538461539
1935-06-01,10.1176
1935-05-01,9.753461538461538
1935-04-01,9.0388
1935-03-01,8.409230769230769
1935-02-01,8.979545454545455
1935-01-01,9.25923076923077
1934-12-01,9.2608
1934-11-01,9.204347826086956
1934-10-01,8.954230769230769
1934-09-01,8.875
1934-08-01,9.095555555555555
1934-07-01,9.4656
1934-06-01,9.936538461538463
1934-05-01,9.811153846153847
1934-04-01,10.9156
1934-03-01,10.727692307692308
1934-02-01,11.321363636363635
1934-01-01,10.542307692307693
1933-12-01,9.9696
1933-11-01,9.775416666666667
1933-10-01,9.5476
1933-09-01,10.580833333333333
1933-08-01,10.671304347826087
1933-07-01,11.231250000000001
1933-06-01,10.391923076923076
1933-05-01,8.87346153846154
1933-04-01,6.890000000000001
1933-03-01,6.225
1933-02-01,6.245454545454546
1933-01-01,7.089166666666667
1932-12-01,6.820384615384616
1932-11-01,7.045833333333333
1932-10-01,7.1208
1932-09-01,8.2596
1932-08-01,7.532962962962962
1932-07-01,5.008333333333334
1932-06-01,4.766153846153847
1932-05-01,5.5116
1932-04-01,6.279615384615385
1932-03-01,8.256538461538462
1932-02-01,8.227391304347826
1932-01-01,8.3
1931-12-01,8.4404
1931-11-01,10.390434782608695
1931-10-01,10.248461538461537
1931-09-01,11.8275
1931-08-01,13.899615384615384
1931-07-01,14.328846153846154
1931-06-01,13.873846153846156
1931-05-01,14.328800000000001
1931-04-01,15.856
1931-03-01,17.526923076923076
1931-02-01,17.203181818181818
1931-01-01,15.98076923076923
1930-12-01,15.514615384615384
1930-11-01,16.61695652173913
1930-10-01,17.920384615384616
1930-09-01,20.7716
1930-08-01,20.7936
1930-07-01,21.0644
1930-06-01,21.5204
1930-05-01,23.9396
1930-04-01,25.459999999999997
1930-03-01,23.943846153846152
1930-02-01,23.06681818181818
1930-01-01,21.703461538461536
1929-12-01,21.402399999999997
1929-11-01,20.581764705882353
1929-10-01,27.989615384615384
1929-09-01,31.304583333333337
1929-08-01,30.101923076923075
1929-07-01,28.48076923076923
1929-06-01,26.1452
1929-05-01,25.661923076923078
1929-04-01,25.278846153846153
1929-03-01,25.434583333333332
1929-02-01,24.986
1929-01-01,24.86076923076923
1928-12-01,23.1496
1928-11-01,23.056956521739128
1928-10-01,21.604615384615386
1928-09-01,21.167916666666667
1928-08-01,19.782222222222224
1928-07-01,19.1628
1928-06-01,19.016538461538463
1928-05-01,20.00409090909091
1928-04-01,19.39818181818182
1928-03-01,18.246666666666666
1928-02-01,17.317391304347826
1928-01-01,17.526
